Go.	Va !
Help me and I will help you.	Aidez-moi et je vous aiderai.
Help me and I will help you.	Aidez-moi et je t'aiderai.
Help me and I will help you.	Aide-moi et je vous aiderai.
Her anger is understandable.	Sa colère est compréhensible.
Her cardigan was unbuttoned.	Son cardigan était déboutonné.
Her cardigan was unbuttoned.	Son gilet était déboutonné.
Her daughter is very pretty.	Sa fille est très jolie.
Her dream is to visit Paris.	Son rêve est de visiter Paris.
Her eyes remind me of a cat.	Ses yeux me font penser à ceux d'un chat.
Her garden is a work of art.	Son jardin est une œuvre d'art.
Her health seemed to suffer.	Sa santé semblait affectée.
Her husband is about to die.	Son mari est sur son lit de mort.
Her mother became mad at us.	Sa mère s'est mise en colère après nous.
Her name wasn't on the list.	Son nom ne se trouvait pas sur la liste.
Her name wasn't on the list.	Son nom ne figurait pas dans la liste.
Her remark got on my nerves.	Sa remarque m'a tapé sur les nerfs.
Here is a brief description.	Voici une brève description.
Here's a big map of Germany.	Voici une grande carte de l'Allemagne.
Here's where it gets tricky.	C'est ici que ça devient délicat.
Here's where the fun begins.	C'est là qu'on commence à rigoler.
Hey everyone, please listen.	Oh, veuillez tous écouter !
Hey guys, it's getting late.	Eh, les mecs, il se fait tard.
Hey, what are you two up to?	Eh, qu'avez-vous l'intention de faire, tous les deux ?
Hey, what are you two up to?	Eh ! Qu'avez-vous derrière la tête, tous les deux ?
His advice didn't help much.	Ses conseils n'ont pas beaucoup aidé.
His anger is understandable.	Sa colère est compréhensible.
His birthday is August 21st.	Son anniversaire est le 21 août.
His brother was nasty to me.	Son frère était méchant avec moi.
His cottage is on the coast.	Son cottage est sur la côte.
His cottage is on the coast.	Sa maison de campagne est sur la côte.
His cousin lives in America.	Son cousin vit aux États-Unis d'Amérique.
His cousin lives in America.	Son cousin vit en Amérique.
His eyes were full of tears.	Ses yeux étaient noyés de larmes.
His garden is a work of art.	Son jardin est une œuvre d'art.
His house was small and old.	Sa maison était petite et vieille.
His job is to teach English.	Son travail consiste à enseigner l'anglais.
His lecture started on time.	Sa conférence commença à l'heure prévue.
His opinion was unimportant.	Son opinion était sans importance.
His slacks are all wrinkled.	Ses pantalons sont tout froissés.
His theory is based on fact.	Sa théorie se fonde sur des faits.
His wife died in childbirth.	Sa femme est morte en couches.
His wife's a friend of mine.	Sa femme est une amie de la mienne.
His wife's a friend of mine.	Son épouse est une amie de la mienne.
His words hurt her feelings.	Ses paroles l'ont blessée.
Hit the lights and let's go.	Éteins et on y va.
Hitler led Germany into war.	Hitler conduisit l'Allemagne à la guerre.
Hold your horses, young man.	Minute Papillon !
How about going for a drive?	Si on allait se faire une virée en voiture ?
How about going for a drive?	Si on allait faire un tour en voiture ?
How about going on a picnic?	Et si on allait pique-niquer ?
How about taking up jogging?	Pourquoi ne pas vous mettre à la course à pied ?
How about taking up jogging?	Pourquoi ne pas te mettre à courir ?
How about we go for a drink?	Que dis-tu d'aller prendre un verre ?
How about we go for a drink?	Que dites-vous d'aller prendre un verre ?
How are things coming along?	Comment avance la situation?
How are we going to do that?	Comment allons-nous faire ça ?
How are you feeling tonight?	Comment te sens-tu ce soir ?
How are you feeling tonight?	Comment vous sentez-vous ce soir ?
How are you going to manage?	Comment vas-tu te débrouiller ?
How are you going to manage?	Comment allez-vous vous débrouiller ?
How can I help these people?	Comment puis-je aider ces gens ?
How can anyone be so stupid?	Comment quelqu'un peut-il être si stupide ?
How can you be sure of that?	Comment peux-tu en être sûr ?
How can you be sure of that?	Comment peux-tu en être sûre ?
How can you be sure of that?	Comment pouvez-vous en être sûr ?
How can you be sure of that?	Comment pouvez-vous en être sûrs ?
How can you be sure of that?	Comment pouvez-vous en être sûre ?
How can you be sure of that?	Comment pouvez-vous en être sûres ?
How can you not like horses?	Comment pouvez-vous ne pas apprécier les chevaux ?
How can you not like horses?	Comment peux-tu ne pas apprécier les chevaux ?
How come she hung up on you?	Comment se fait-il qu'elle t'a raccroché au nez ?
How could it not bother you?	Comment ça pourrait ne pas vous déranger ?
How could it not bother you?	Comment cela pourrait ne pas vous déranger ?
How could they have done it?	Comment auraient-ils pu le faire ?
How could they have done it?	Comment auraient-elles pu le faire ?
How did we reach this point?	Comment en sommes-nous arrivés là ?
How did you enjoy the movie?	Comment est-ce que tu as trouvé le film ?
How did you enjoy the movie?	Comment as-tu trouvé le film ?
How did you enjoy the movie?	Comment avez-vous trouvé le film ?
How did you get our address?	Comment as-tu eu notre adresse?
How did you get to be a cop?	Comment es-tu devenu flic ?
How did you get to be a cop?	Comment êtes-vous devenu flic ?
How did you get to know her?	Comment l'as-tu connue ?
How did you get to know her?	Comment l'avez-vous connue ?
How did you get to know him?	Comment l'as-tu connu ?
How did you get to know him?	Comment l'avez-vous connu ?
How did you kill the guards?	Comment as-tu tué les gardes ?
How did you learn Esperanto?	Comment as-tu appris l'espéranto ?
How did you learn Esperanto?	De quelle manière avez-vous appris l'espéranto ?
How did you like that movie?	Comment avez-vous trouvé ce film ?
How do I get to the airport?	Comment puis-je parvenir à l'aéroport ?
How do I get to the library?	Comment puis-je parvenir à la bibliothèque ?
How do you account for that?	Comment rendez-vous compte de cela ?
How do you account for that?	Comment expliquez-vous cela ?
How do you account for that?	Comment rends-tu compte de cela ?
How do you account for that?	Comment expliques-tu cela ?
How do you explain all this?	Comment expliquez-vous tout ceci ?
How do you explain all this?	Comment expliques-tu tout ceci ?
How do you go there? By car?	Comment y allez-vous ? En voiture ?
How do you know what I said?	Comment sais-tu ce que j'ai dit ?
How do you know what I said?	Comment savez-vous ce que j'ai dit ?
How do you know what's real?	Comment savez-vous ce qui est réel ?
How do you know what's real?	Comment sais-tu ce qui est réel ?
How do you know where to go?	Comment savez-vous où aller ?
How do you know where to go?	Comment savez-vous où vous rendre ?
How do you know where to go?	Comment sais-tu où aller ?
How do you know where to go?	Comment sais-tu où te rendre ?
How do you like my new suit?	Que penses-tu de mon nouveau costume ?
How do you like my new suit?	Que pensez-vous de mon nouveau costume ?
How do you like them apples?	Et comment tu les aimes les pruneaux ?
How do you like them apples?	Et comment vous les aimez les pruneaux ?
How do you plan to get home?	Comment prévois-tu d'arriver à la maison ?
How do you plan to get home?	Comment prévoyez-vous d'arriver à la maison ?
How do you take your coffee?	Comment prenez-vous votre café ?
How does it feel to be back?	Comment se sent-on d'être revenu ?
How does it feel to be back?	Comment ça fait d'être revenu ?
How does that make you feel?	Que ressens-tu ?
How does that make you feel?	Que ressentez-vous ?
How does that make you feel?	Qu'est-ce que ça te fait ?
How does that make you feel?	Qu'est-ce que ça vous fait ?
How exactly would that work?	Comment cela fonctionnerait-il, exactement ?
How fast does this thing go?	À quelle vitesse cette chose va-t-elle ?
How long did you live there?	Tu as habité là-bas pendant combien de temps ?
How long did you stay there?	Combien de temps y es-tu resté ?
How long did you stay there?	Combien de temps y avez-vous séjourné ?
How long do you want it for?	Pour combien de temps environ le voulez-vous ?
How long have you been busy?	Combien de temps étais-tu occupé ?
How long have you been busy?	Pendant combien de temps étais-tu occupée  ?
How long have you known her?	Tu la connais depuis combien de temps ?
How long is the Seto Bridge?	Quelle est la longueur du pont Seto ?
How long will it stop there?	Combien de temps s'arrêtera-t-il là ?
How long will you stay here?	Combien de temps resterez-vous ici ?
How long will you stay here?	Combien de temps comptez-vous rester ici ?
How long will you stay here?	Combien de temps allez-vous séjourner ici ?
How many apples do you want?	Combien de pommes veux-tu ?
How many beers have you had?	Combien de bières as-tu bues ?
How many beers have you had?	Combien de bières avez-vous bues ?
How many books did you read?	Combien de livres avez-vous lus ?
How many books does he have?	Combien de livres possède-t-il ?
How many children are there?	Combien d'enfants y a-t-il ?
How many goats do they have?	Ils ont combien de chèvres ?
How many of them were there?	Combien y en avait-il ?
How many of these are yours?	Combien de ceux-ci sont-ils les vôtres ?
How many of these are yours?	Combien de celles-ci sont-elles les vôtres ?
How many pens does she have?	Combien de stylos a-t-elle ?
How many people can do that?	Combien de personnes savent-elles faire cela ?
How many plates do you want?	Combien de plats voulez-vous ?
How many plates do you want?	Combien d'assiettes désires-tu?
How much are these potatoes?	Combien coûtent ces pommes de terre ?
How much does this tie cost?	Combien coûte cette cravate ?
How much is this ring worth?	Combien vaut cette bague ?
How much is your hourly pay?	Combien es-tu payé de l'heure ?
How much is your hourly pay?	Combien es-tu payée de l'heure ?
How much is your hourly pay?	Combien êtes-vous payé de l'heure ?
How much is your hourly pay?	Combien êtes-vous payée de l'heure ?
How much milk is there left?	Combien reste-t-il de lait ?
How much money do I owe you?	Combien d'argent vous dois-je ?
How much money do I owe you?	Combien d'argent te dois-je ?
How much money does he have?	Combien d'argent a-t-il ?
How much will all this cost?	Combien tout cela va-t-il coûter ?
How old do you think Tom is?	Quel âge donnerais-tu à Tom ?
How old do you think she is?	Quel âge pensez-vous qu'elle ait ?
How old do you think she is?	Quel âge penses-tu qu'elle ait ?
How old is your grandfather?	Quel âge a ton grand-père ?
How on earth did you get it?	Comment diable l'as-tu eu ?
How was the universe formed?	Comment s'est formé l'Univers ?
How was your trip to Boston?	Comment s'est passé le voyage jusqu'à Boston?
How will I pay my debts now?	Comment payerai-je mes dettes, désormais ?
How will I pay my debts now?	Comment payerai-je désormais mes dettes ?
How will you pay your debts?	Comment payeras-tu tes dettes ?
How will you pay your debts?	Comment payerez-vous vos dettes ?
How will you pay your debts?	Comment payerez-vous tes dettes ?
How will you pay your debts?	Comment payeras-tu vos dettes ?
How would you define normal?	Comment définirais-tu la normalité ?
How would you define normal?	Comment définiriez-vous la normalité ?
How's the weather out there?	Quel temps fait-il là?
Humans originated in Africa.	Les êtres humains prennent leur origine en Afrique.
Hurry up, or you'll be late.	Dépêche-toi, ou tu seras en retard.
Hurry! Tom says it's urgent.	Vite ! Tom dit que c'est urgent.
I accompanied her on a walk.	Je l'accompagnai en promenade.
I accompanied her on a walk.	Je l'ai accompagnée en promenade.
I admire your determination.	J'admire votre détermination.
I admire your determination.	J'admire ta détermination.
I admit that I was careless.	J'admets avoir été négligent.
I admit that I was careless.	J'admets avoir été négligente.
I advise you to be punctual.	Je te conseille d'être ponctuel.
I advise you to be punctual.	Je te conseille d'être ponctuelle.
I advise you to be punctual.	Je vous conseille d'être ponctuel.
I advise you to be punctual.	Je vous conseille d'être ponctuelle.
I advise you to be punctual.	Je vous conseille d'être ponctuels.
I advise you to be punctual.	Je vous conseille d'être ponctuelles.
I agree with you absolutely.	Je suis tout à fait d'accord avec toi.
I agree with you absolutely.	Je suis tout à fait d'accord avec vous.
I almost dropped the plates.	J'ai presque laissé tomber les assiettes.
I almost dropped the plates.	J'ai presque fait tomber les assiettes.
I almost feel sorry for you.	Je me sens presque désolé pour toi.
I almost feel sorry for you.	Je me sens presque désolée pour toi.
I almost feel sorry for you.	Je me sens presque désolé pour vous.
I almost feel sorry for you.	Je me sens presque désolée pour vous.
I almost forgot my passport.	J'ai failli oublier mon passeport.
I also had a very good time.	J'ai aussi passé un très bon moment.
I always knew you'd be back.	J'ai toujours su que tu reviendrais.
I always knew you'd be back.	J'ai toujours su que vous reviendriez.
I am a gentleman's daughter.	Je suis la fille d'un gentilhomme.
I am dying for a cold drink.	Je crève d'envie d'une boisson fraîche.
I am dying to see her again.	J'ai très envie de la revoir.
I am dying to see her again.	Je crève d'envie de la revoir.
I am going to buy a new car.	Je vais acheter une nouvelle voiture.
I am grateful for your help.	Je te suis reconnaissant pour ton aide.
I am interested in swimming.	Je m'intéresse à la natation.
I am interested in swimming.	La natation m'intéresse.
I am leaving at ten o'clock.	Je partirai à dix heures.
I am looking for a job, sir.	Je recherche un emploi, Monsieur.
I am looking for my brother.	Je cherche mon frère.
I am looking for my glasses.	Je cherche mes lunettes.
I am loved by all my family.	Je suis aimé de toute ma famille.
I am not certain about that.	Je n'en suis pas sûr.
I am not certain about that.	Je n'en suis pas certain.
I am not certain about that.	Je ne suis pas certain de cela.
I am not certain about that.	Je n'en suis pas sûre.
I am on good terms with him.	Je suis en bons termes avec lui.
I am prepared for the worst.	Je suis prêt pour le pire.
I am proud to work with you.	Je suis fier de travailler avec vous.
I am running short of money.	Je suis à court d'argent.
I am very sensitive to heat.	Je suis très sensible à la chaleur.
I am working on my new book.	Je travaille à mon nouveau livre.
I am yours and you are mine.	Je suis à toi et tu es à moi.
I am yours and you are mine.	Je suis à vous et vous êtes à moi.
I am yours and you are mine.	Je suis tien et tu es mien.
I am yours and you are mine.	Je suis tienne et tu es mien.
I am yours and you are mine.	Je suis tienne et tu es mienne.
I am yours and you are mine.	Je suis tien et tu es mienne.
I am yours and you are mine.	Je suis vôtre et vous êtes mien.
I am yours and you are mine.	Je suis vôtre et vous êtes mienne.
I am yours and you are mine.	Je suis vôtre et vous êtes miens.
I am yours and you are mine.	Je suis vôtre et vous êtes miennes.
I apologize for my rudeness.	Je m'excuse de mon impolitesse.
I apologize for my rudeness.	Je m'excuse de ma grossièreté.
I apologize for what I said.	Je présente mes excuses pour ce que j'ai dit.
I appreciate that very much.	J'en suis très reconnaissant.
I appreciate that very much.	J'y suis très sensible.
I appreciate that very much.	J'en suis très reconnaissante.
I appreciate the compliment.	J'apprécie le compliment.
I appreciate the invitation.	Je suis sensible à l'invitation.
I appreciate the invitation.	Je suis reconnaissant pour l'invitation.
I appreciate the invitation.	Je suis reconnaissante pour l'invitation.
I appreciate you being here.	Je suis sensible à ta présence ici.
I appreciate you being here.	Je suis sensible à votre présence ici.
I appreciate you being here.	Je te suis reconnaissant d'être là.
I appreciate you being here.	Je te suis reconnaissante d'être là.
I appreciate you being here.	Je vous suis reconnaissant d'être là.
I appreciate you being here.	Je vous suis reconnaissante d'être là.
I appreciate you calling me.	Je suis sensible à ton appel.
I appreciate you calling me.	Je suis sensible à votre appel.
I appreciate your restraint.	Je te suis reconnaissant pour ta retenue.
I appreciate your restraint.	Je te suis reconnaissante pour ta retenue.
I appreciate your restraint.	Je vous suis reconnaissant pour votre retenue.
I appreciate your restraint.	Je vous suis reconnaissante pour votre retenue.
I appreciate your situation.	Je prends la mesure de votre situation.
I appreciate your situation.	Je prends la mesure de ta situation.
I appreciate your situation.	Je me rends compte de ta situation.
I appreciate your situation.	Je me rends compte de votre situation.
I appreciate your vigilance.	Je vous suis reconnaissant pour votre vigilance.
I appreciate your vigilance.	Je vous suis reconnaissante pour votre vigilance.
I appreciate your vigilance.	Je te suis reconnaissant pour ta vigilance.
I appreciate your vigilance.	Je te suis reconnaissante pour ta vigilance.
I arrived at school on time.	Je suis arrivée à l’heure à l’école.
I arrived at school on time.	Je suis arrivé à l'école à temps.
I arrived at school on time.	Je suis arrivée à l'école à temps.
I asked Tom if he knew Mary.	J'ai demandé à Tom s'il connaissait Mary.
I asked her for her address.	Je lui ai demandé son adresse.
I believe I am in the right.	Je crois être dans le vrai.
I believe I am in the right.	Je crois que j'ai raison.
I believe in what they said.	Je crois en ce qu'ils ont dit.
I believe the answer is yes.	Je crois que la réponse est oui.
I believe we've seen enough.	Je crois que nous en avons vu assez.
I believe you like your job.	Je crois que tu aimes ton métier.
I belong to a swimming club.	Je fais partie d'un club de natation.
I belong to the karate club.	J'appartiens au club de Karaté.
I bet it will rain tomorrow.	Je parie qu'il va pleuvoir demain.
I bought a pair of scissors.	J'ai apporté une paire de ciseaux.
I bought it for ten dollars.	J'ai acheté ça pour 10 dollars.
I bought the book yesterday.	J'ai acheté le livre hier.
I bought two pairs of pants.	J'ai acheté deux pantalons.
I buy milk almost every day.	J'achète du lait presque tous les jours.
I can only import GIF files.	Je ne peux importer que des fichiers GIF.
I can only speak for myself.	Je peux seulement parler pour moi.
I can prove that I am right.	Je peux prouver que j'ai raison.
I can see right through you.	Je peux voir clair en vous.
I can see right through you.	Je vois ton petit jeu.
I can see through your lies.	Je peux voir à travers tes mensonges.
I can see you're frightened.	Je peux voir que tu as peur.
I can see you're frightened.	Je peux voir que vous avez peur.
I can show you the pictures.	Je peux te montrer les images.
I can show you the pictures.	Je peux vous montrer les photos.
I can talk to him for hours.	Je peux lui parler des heures durant.
I can talk to him for hours.	Je peux lui parler durant des heures.
I can teach you how to cook.	Je peux t'apprendre à cuisiner.
I can teach you how to cook.	Je peux vous apprendre à cuisiner.
I can teach you how to pray.	Je peux t'enseigner à prier.
I can teach you how to sing.	Je peux t'enseigner comment chanter.
I can teach you how to swim.	Je peux t'apprendre à nager.
I can teach you my language.	Je peux t'enseigner ma langue.
I can't afford to buy a car.	Je n'ai pas les moyens d'acheter une voiture.
I can't be friends with Tom.	Je ne peux pas être ami avec Tom.
I can't be held responsible.	Je ne peux pas être tenu responsable.
I can't be killed so easily.	On ne me tue pas si facilement.
I can't be killed so easily.	On ne peut me tuer si facilement.
I can't bear to see her cry.	Je ne peux supporter de la voir pleurer.
I can't believe I said that.	Je n'arrive pas à croire que j'aie dit ça.
I can't believe Tom is dead.	Je ne peux pas croire que Tom soit mort.
I can't believe he did that.	Je n'arrive pas à croire qu'il ait fait cela.
I can't believe you're here.	Je n'arrive pas à croire que tu sois ici.
I can't believe you're here.	Je n'arrive pas à croire que vous soyez ici.
I can't believe you're here.	Je n'arrive pas à croire que tu sois là.
I can't believe you're here.	Je n'arrive pas à croire que vous soyez là.
I can't collect my thoughts.	Je ne retrouve pas mes idées.
I can't continue doing this.	Je ne peux pas continuer à faire ça.
I can't describe how I felt.	Je ne peux décrire ce que je ressentais.
I can't describe how I felt.	Je ne parviens pas à décrire ce que je ressentais.
I can't describe how I felt.	Je n'arrive pas à décrire ce que je ressentais.
I can't do anything for Tom.	Je ne peux rien faire pour Tom.
I can't drink any more beer.	Je ne peux boire davantage de bière.
I can't drink any more beer.	Je ne peux plus boire de bière.
I can't even cook an omelet.	Je ne sais même pas cuisiner une omelette.
I can't even think about it.	Je ne peux même pas y penser.
I can't excuse his laziness.	Je ne peux pas excuser sa paresse.
I can't express my feelings.	Je ne peux exprimer ce que je ressens.
I can't express my feelings.	Je ne parviens pas à exprimer ce que je ressens.
I can't figure out anything.	Je n'arrive pas à déterminer quoi que ce soit.
I can't figure out anything.	Je n'arrive pas à comprendre quoi que ce soit.
I can't figure out anything.	Je ne parviens pas à comprendre quoi que ce soit.
I can't find anybody to ask.	Je ne trouve personne à qui demander.
I can't find fault with him.	Je ne trouve rien à lui reprocher.
I can't forget his kindness.	Je ne peux pas oublier sa gentillesse.
I can't go back without you.	Je ne peux pas y retourner sans vous.
I can't go back without you.	Je ne peux pas y retourner sans toi.
I can't go with you tonight.	Je ne peux aller avec toi, ce soir.
I can't go with you tonight.	Je ne peux aller avec vous, ce soir.
I can't imagine such a life.	Je ne peux imaginer une telle vie.
I can't imagine that's true.	Je n'arrive pas à imaginer que ce soit vrai.
I can't imagine that's true.	Je ne peux pas imaginer que ce soit vrai.
I can't just leave you here.	Je ne peux pas simplement te laisser ici.
I can't just leave you here.	Je ne peux pas simplement vous laisser ici.
I can't let the matter drop.	Je ne peux pas laisser tomber cette affaire.
I can't live without my cat.	Je ne sais pas vivre sans mon chat.
I can't love anyone but you.	Je ne peux en aimer d'autre que toi.
I can't make it any clearer.	Je ne saurais être plus clair.
I can't make it any clearer.	Je ne saurais être plus claire.
I can't possibly allow that.	Je ne peux absolument pas le permettre.
I can't reach the top shelf.	Je ne peux pas atteindre l'étagère du haut.
I can't remember doing that.	Je ne me souviens pas l'avoir fait.
I can't repair the computer.	Je ne peux pas réparer l'ordinateur.
I can't speak French at all.	Je ne parle pas français du tout.
I can't stand babies crying.	Je ne supporte pas les bébés qui pleurent.
I can't stand his arrogance.	Je ne peux pas supporter son arrogance.
I can't stand it any longer.	Je ne peux pas le supporter plus longtemps.
I can't stand it any longer.	Je ne puis le supporter plus longtemps.
I can't stand it any longer.	Je n'arrive pas à le supporter plus longtemps.
I can't stand it any longer.	Je ne puis le supporter davantage.
I can't stand it any longer.	Je ne peux pas davantage le supporter.
I can't stand it any longer.	Je n'arrive pas à le supporter davantage.
I can't take my glasses off.	Je ne peux pas enlever mes lunettes.
I can't take my glasses off.	Je ne peux pas retirer mes lunettes.
I can't tell you everything.	Je ne peux pas tout te dire.
I can't tell you everything.	Je ne peux pas tout vous dire.
I can't tell you what to do.	Je ne sais te dire quoi faire.
I can't tell you what to do.	Je ne sais vous dire quoi faire.
I can't tell you who we are.	Je ne peux pas vous dire qui nous sommes.
I can't tell you who we are.	Je ne peux pas te dire qui nous sommes.
I can't think of everything.	Je ne peux pas penser à tout.
I can't trust what she says.	Je ne peux pas me fier à ce qu'elle dit.
I can't wait to be with you.	J'ai hâte d'être avec toi.
I can't wait until tomorrow.	Je ne peux pas attendre jusqu'à demain.
I cannot eat anything today.	Je ne peux rien manger aujourd'hui.
I cannot thank you too much.	Je ne saurais vous remercier assez.
I carelessly dropped a vase.	J'ai fait tomber un vase par négligence.
I collect silver tea spoons.	Je collectionne les cuillères à café en argent.
I consider myself fortunate.	Je me considère chanceux.
I continue to be optimistic.	Je reste optimiste.
I could scarcely believe it.	Je pouvais à peine le croire.
I could scarcely believe it.	Je pourrais à peine le croire.
I could see nothing but fog.	Je ne pouvais voir que du brouillard.
I could sure use that money.	Je pourrais certainement employer cet argent.
I couldn't control my anger.	Je ne pouvais pas contrôler ma colère.
I couldn't sleep last night.	Je n'ai pu dormir la nuit dernière.
I couldn't take that chance.	Je n'ai pas pu saisir cette chance.
I crossed the river by boat.	Je traversai le fleuve en bateau.
I crossed the river by boat.	J'ai traversé le fleuve en bateau.
I cut myself with a hacksaw.	Je me suis coupé avec une scie à métaux.
I cut myself with a hacksaw.	Je me suis coupée avec une scie à métaux.
I did everything I could do.	J'ai fait tout ce que je pouvais.
I did my homework yesterday.	J'ai fait mes devoirs hier.
I did the job in three days.	J'ai fait le travail en trois jours.
I didn't ask you to do that.	Je ne t'ai pas demandé de faire cela.
I didn't ask you to do that.	Je ne vous ai pas demandé de faire cela.
I didn't ask you to do that.	Je ne t'ai pas demandé de le faire.
I didn't ask you to do that.	Je ne vous ai pas demandé de le faire.
I didn't cancel the meeting.	Je n'ai pas annulé la réunion.
I didn't catch what he said.	Je n'ai pas saisi ce qu'il a dit.
I didn't catch what he said.	Je ne saisis pas ce qu'il dit.
I didn't do anything to Tom.	Je n'ai rien fait à Tom.
I didn't do much work today.	Je n'ai pas beaucoup travaillé, aujourd'hui.
I didn't even know his name.	J'ignorais même son nom.
I didn't expect that result.	Je ne m'étais pas attendu à ce résultat.
I didn't expect you so soon.	Je ne vous attendais pas si tôt.
I didn't expect you so soon.	Je ne t'attendais pas si tôt.
I didn't give them anything.	Je ne leur ai rien donné.
I didn't go out last Sunday.	Je ne suis pas sorti dimanche dernier.
I didn't hear what you said.	Je n'ai pas entendu ce que vous avez dit.
I didn't know what I'd find.	J'ignorais ce que je trouverais.
I didn't know you had a cat.	J'ignorais que tu avais un chat.
I didn't know you had a cat.	J'ignorais que vous aviez un chat.
I didn't mean to insult you.	Je ne voulais pas vous insulter.
I didn't mean to insult you.	Je ne voulais pas t'insulter.
I didn't mean to offend Tom.	Ce n'était pas mon intention d'offenser Tom.
I didn't mean to offend you.	Je n'avais pas l'intention de vous offenser.
I didn't mean to offend you.	Je n'avais pas l'intention de t'offenser.
I didn't need anyone's help.	Je n'avais besoin de l'aide de quiconque.
I didn't need anyone's help.	Je n'avais pas besoin de l'aide de qui que ce soit.
I didn't really want to win.	Je ne voulais pas vraiment gagner.
I didn't really want to win.	Je ne voulais pas vraiment l'emporter.
I didn't run away from home.	Je ne me suis pas enfui de chez moi.
I didn't run away from home.	Je ne me suis pas enfuie de chez moi.
I didn't say I wasn't going.	Je n'ai pas dit que je n'y allais pas.
I didn't say I wasn't going.	Je n'ai pas dit que je ne m'en allais pas.
I didn't say I wasn't going.	Je n'ai pas dit que je ne m'y rendais pas.
I didn't say you were crazy.	Je n'ai pas dit que vous étiez fou.
I didn't say you were crazy.	Je n'ai pas dit que vous étiez folle.
I didn't say you were crazy.	Je n'ai pas dit que vous étiez fous.
I didn't say you were crazy.	Je n'ai pas dit que vous étiez folles.
I didn't say you were crazy.	Je n'ai pas dit que tu étais folle.
I didn't say you were crazy.	Je n'ai pas dit que tu étais fou.
I didn't think we'd need it.	Je n'ai pas pensé que nous en aurions besoin.
I didn't try to kill myself.	Je n'ai pas tenté de me suicider.
I disagree with you on this.	Je ne suis pas d'accord avec toi là-dessus.
I disagree with you on this.	Je ne suis pas d'accord avec vous là-dessus.
I do like the way you think.	J'apprécie vraiment votre façon de penser.
I do not accept your excuse.	Je n’accepte pas vos excuses.
I do not feel like doing it.	Je n'ai pas le cœur à le faire.
I do not feel like doing it.	Je ne suis pas d'humeur à le faire.
I do not have any more time.	Je n'ai plus de temps.
I do not know if it is love.	J'ignore si c'est de l'amour.
I do not remember any of it.	Je ne m'en rappelle rien.
I do want to be your friend.	Je veux vraiment être votre ami.
I do want to be your friend.	Je veux vraiment être votre amie.
I do want to be your friend.	Je veux vraiment être ton ami.
I do want to be your friend.	Je veux vraiment être ton amie.
I don't believe any of this.	Je n'en crois pas un mot.
I don't believe any of this.	Je n'en crois rien.
I don't believe in religion.	Je ne crois pas à la religion.
I don't believe that either.	Je ne le crois pas non plus.
I don't believe that's true.	Je ne crois pas que ce soit vrai.
I don't believe you anymore.	Je ne te crois plus.
I don't believe you anymore.	Je ne vous crois plus.
I don't blame them for this.	Je ne les blâme pas pour ceci.
I don't blame them for this.	Je ne leur reproche pas ceci.
I don't care about politics.	Je me fiche de la politique.
I don't care about politics.	Je n'ai rien à faire de la politique.
I don't care what you think.	Je me fiche de ce que vous pensez.
I don't care what you think.	Je me fiche de ce que tu penses.
I don't care what you think.	Je n'ai cure de ce que vous pensez.
I don't care what you think.	Peu m'importe ce que vous pensez.
I don't care what you think.	Peu m'importe ce que tu penses.
I don't care what you think.	Je n'ai que faire de ce que vous pensez.
I don't even want you there.	Je ne veux même pas que tu sois là.
I don't even want you there.	Je ne veux même pas que vous soyez là.
I don't even want you there.	Je ne veux même pas que tu y sois.
I don't even want you there.	Je ne veux même pas que vous y soyez.
I don't feel like going out.	Je n'ai pas envie de sortir.
I don't feel very confident.	Je ne me sens pas très sûr de moi.
I don't feel very confident.	Je ne me sens pas très sûre de moi.
I don't give second chances.	Je ne donne pas de secondes chances.
I don't go to school by bus.	Je ne me rends pas à l'école en bus.
I don't go to school by bus.	Je ne vais pas à l'école en bus.
I don't have a single enemy.	Je n'ai pas un seul ennemi.
I don't have an appointment.	Je n'ai pas de rendez-vous.
I don't have any more ideas.	Je suis à court d'idées.
I don't have any objections.	Je n'ai aucune objection.
I don't have much money now.	Je n'ai pas beaucoup d'argent maintenant.
I don't have time right now.	Je n'ai pas le temps maintenant.
I don't have time right now.	Je n'ai pas le temps, là.
I don't have to talk to you.	Je n'ai pas à te parler.
I don't have to talk to you.	Je n'ai pas à vous parler.
I don't know either of them.	Je ne connais aucun des deux.
I don't know how old Tom is.	Je ne sais pas quel âge a Tom.
I don't know how they do it.	J'ignore comment ils le font.
I don't know how they do it.	J'ignore comment elles le font.
I don't know how this works.	Je ne sais pas comment cela fonctionne.
I don't know how this works.	J'ignore comment ceci fonctionne.
I don't know how to do that.	J'ignore comment le faire.
I don't know how to do that.	J'ignore comment faire ça.
I don't know how to do that.	Je ne sais pas comment faire ça.
I don't know how to do that.	Je ne sais pas comment le faire.
I don't know how to do this.	J'ignore comment faire ceci.
I don't know how to do this.	Je ne sais pas comment faire ceci.
I don't know how you did it.	Je ne sais pas comment vous l'avez fait.
I don't know how you did it.	Je ne sais pas comment tu l'as fait.
I don't know if I can do it.	Je ne sais pas si je peux le faire.
I don't know if I can do it.	J'ignore si je peux le faire.
I don't know if he knows it.	J'ignore s'il le sait.
I don't know what I owe you.	Je ne sais pas ce que je vous dois.
I don't know what I owe you.	Je ne sais pas ce que je te dois.
I don't know what I owe you.	J'ignore ce que je vous dois.
I don't know what I owe you.	J'ignore ce que je te dois.
